[Full Training] Normal loss: 2.2070, Plan similarity: 0.5000, Random contrast: 0.6016
[Full Training] Normal loss: 0.1935, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.1649, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.2854, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.1338, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.2173, Plan similarity: 0.5000, Random contrast: 0.6758
[Full Training] Normal loss: 0.1904, Plan similarity: 0.5000, Random contrast: 0.6758
[Full Training] Normal loss: 0.1058, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.1028, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.1604, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.1269, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.1463, Plan similarity: 0.5000, Random contrast: 0.6719
[Full Training] Normal loss: 0.1662, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.1496, Plan similarity: 0.5000, Random contrast: 0.6719
[Full Training] Normal loss: 0.1357, Plan similarity: 0.5000, Random contrast: 0.6602
[Full Training] Normal loss: 0.1385, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.1830, Plan similarity: 0.5000, Random contrast: 0.6758
[Full Training] Normal loss: 0.1910, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.1075, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.1397, Plan similarity: 0.5000, Random contrast: 0.6719
[Full Training] Normal loss: 0.1471, Plan similarity: 0.5000, Random contrast: 0.6719
[Full Training] Normal loss: 0.1302, Plan similarity: 0.5000, Random contrast: 0.6445
[Full Training] Normal loss: 0.1123, Plan similarity: 0.5000, Random contrast: 0.6719
[Full Training] Normal loss: 0.1391, Plan similarity: 0.5000, Random contrast: 0.6328
[Full Training] Normal loss: 0.1493, Plan similarity: 0.5000, Random contrast: 0.6562
[Full Training] Normal loss: 0.1807, Plan similarity: 0.5000, Random contrast: 0.6562
[Full Training] Normal loss: 0.2136, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.1231, Plan similarity: 0.5000, Random contrast: 0.6602
[Full Training] Normal loss: 0.1809, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.1522, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.0955, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.1041, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.1509, Plan similarity: 0.5000, Random contrast: 0.6719
[Full Training] Normal loss: 0.1753, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.1518, Plan similarity: 0.5000, Random contrast: 0.6680
[Full Training] Normal loss: 0.1277, Plan similarity: 0.5000, Random contrast: 0.6484
[Full Training] Normal loss: 0.1031, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.1279, Plan similarity: 0.5000, Random contrast: 0.6680
[Full Training] Normal loss: 0.0963, Plan similarity: 0.5000, Random contrast: 0.6719
[Full Training] Normal loss: 0.1213, Plan similarity: 0.5000, Random contrast: 0.6562
[Full Training] Normal loss: 0.1374, Plan similarity: 0.5000, Random contrast: 0.6719
[Full Training] Normal loss: 0.1041, Plan similarity: 0.5000, Random contrast: 0.6562
[Full Training] Normal loss: 0.0852, Plan similarity: 0.5000, Random contrast: 0.6250
[Full Training] Normal loss: 0.0968, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.1163, Plan similarity: 0.5000, Random contrast: 0.6289
[Full Training] Normal loss: 0.1023, Plan similarity: 0.5000, Random contrast: 0.6484
[Full Training] Normal loss: 0.0873, Plan similarity: 0.5000, Random contrast: 0.6250
[Full Training] Normal loss: 0.1188, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.2792, Plan similarity: 0.5000, Random contrast: 0.6328
[Full Training] Normal loss: 0.1677, Plan similarity: 0.5000, Random contrast: 0.6328
[Full Training] Normal loss: 0.1411, Plan similarity: 0.5000, Random contrast: 0.6328
[Full Training] Normal loss: 0.1726, Plan similarity: 0.5000, Random contrast: 0.6562
[Full Training] Normal loss: 0.1018, Plan similarity: 0.5000, Random contrast: 0.6562
[Full Training] Normal loss: 0.1387, Plan similarity: 0.5000, Random contrast: 0.6250
[Full Training] Normal loss: 0.2776, Plan similarity: 0.5000, Random contrast: 0.6562
[Full Training] Normal loss: 0.1478, Plan similarity: 0.5000, Random contrast: 0.6328
[Full Training] Normal loss: 0.1338, Plan similarity: 0.5000, Random contrast: 0.6367
[Full Training] Normal loss: 0.0880, Plan similarity: 0.5000, Random contrast: 0.6367
[Full Training] Normal loss: 0.1844, Plan similarity: 0.5000, Random contrast: 0.6562
[Full Training] Normal loss: 0.1568, Plan similarity: 0.5000, Random contrast: 0.6484
[Full Training] Normal loss: 0.0804, Plan similarity: 0.5000, Random contrast: 0.6328
[Full Training] Normal loss: 0.2372, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.1269, Plan similarity: 0.5000, Random contrast: 0.6484
[Full Training] Normal loss: 0.1718, Plan similarity: 0.5000, Random contrast: 0.6406
[Full Training] Normal loss: 0.2102, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.1049, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.1402, Plan similarity: 0.5000, Random contrast: 0.6797
[Full Training] Normal loss: 0.1474, Plan similarity: 0.5000, Random contrast: 0.6523
[Full Training] Normal loss: 0.1357, Plan similarity: 0.5000, Random contrast: 0.6719
[Full Training] Normal loss: 0.2009, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.2131, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.2202, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.1195, Plan similarity: 0.5000, Random contrast: 0.6641
[Full Training] Normal loss: 0.1858, Plan similarity: 0.5000, Random contrast: 0.6367
[Full Training] Normal loss: 0.1467, Plan similarity: 0.5000, Random contrast: 0.6227
[Full Training] Normal loss: 0.0901, Plan similarity: 0.5000, Random contrast: 0.5611
[Full Training] Normal loss: 0.0848, Plan similarity: 0.5000, Random contrast: 0.5830
[Full Training] Normal loss: 0.1578, Plan similarity: 0.5000, Random contrast: 0.6159
[Full Training] Normal loss: 0.1430, Plan similarity: 0.5000, Random contrast: 0.6563
[Full Training] Normal loss: 0.1380, Plan similarity: 0.5000, Random contrast: 0.6563
[Full Training] Normal loss: 0.1383, Plan similarity: 0.5000, Random contrast: 0.6270
[Full Training] Normal loss: 0.1999, Plan similarity: 0.5000, Random contrast: 0.5501
[Full Training] Normal loss: 0.1271, Plan similarity: 0.5000, Random contrast: 0.6040
[Full Training] Normal loss: 0.1669, Plan similarity: 0.5000, Random contrast: 0.5659
[Full Training] Normal loss: 0.1197, Plan similarity: 0.5000, Random contrast: 0.6581
[Full Training] Normal loss: 0.1842, Plan similarity: 0.5000, Random contrast: 0.5436
[Full Training] Normal loss: 0.2091, Plan similarity: 0.5000, Random contrast: 0.5691
[Full Training] Normal loss: 0.1210, Plan similarity: 0.5000, Random contrast: 0.6468
[Full Training] Normal loss: 0.0761, Plan similarity: 0.5000, Random contrast: 0.6459
[Full Training] Normal loss: 0.1528, Plan similarity: 0.5000, Random contrast: 0.6223
[Full Training] Normal loss: 0.1354, Plan similarity: 0.5000, Random contrast: 0.5985
[Full Training] Normal loss: 0.1491, Plan similarity: 0.5000, Random contrast: 0.6116
[Full Training] Normal loss: 0.1428, Plan similarity: 0.5000, Random contrast: 0.6130
[Full Training] Normal loss: 0.1049, Plan similarity: 0.5000, Random contrast: 0.6389
[Full Training] Normal loss: 0.1487, Plan similarity: 0.5000, Random contrast: 0.5872
[Full Training] Normal loss: 0.0885, Plan similarity: 0.5000, Random contrast: 0.6580
[Full Training] Normal loss: 0.1437, Plan similarity: 0.5000, Random contrast: 0.6427
[Full Training] Normal loss: 0.1939, Plan similarity: 0.5000, Random contrast: 0.6236
[Full Training] Normal loss: 0.1671, Plan similarity: 0.5000, Random contrast: 0.6146
[Full Training] Normal loss: 0.1371, Plan similarity: 0.5000, Random contrast: 0.5621
[Full Training] Normal loss: 0.1920, Plan similarity: 0.5000, Random contrast: 0.6362
[Full Training] Normal loss: 0.1491, Plan similarity: 0.5000, Random contrast: 0.6048
[Full Training] Normal loss: 0.0907, Plan similarity: 0.5000, Random contrast: 0.6049
[Full Training] Normal loss: 0.1048, Plan similarity: 0.5000, Random contrast: 0.6595
[Full Training] Normal loss: 0.1538, Plan similarity: 0.5000, Random contrast: 0.5954
[Full Training] Normal loss: 0.1714, Plan similarity: 0.5000, Random contrast: 0.6235
[Full Training] Normal loss: 0.1614, Plan similarity: 0.5000, Random contrast: 0.6380
[Full Training] Normal loss: 0.1697, Plan similarity: 0.5000, Random contrast: 0.5457
[Full Training] Normal loss: 0.1015, Plan similarity: 0.5000, Random contrast: 0.5050
[Full Training] Normal loss: 0.1148, Plan similarity: 0.5000, Random contrast: 0.5794
[Full Training] Normal loss: 0.1175, Plan similarity: 0.5000, Random contrast: 0.5945
[Full Training] Normal loss: 0.1620, Plan similarity: 0.5000, Random contrast: 0.6074
[Full Training] Normal loss: 0.1076, Plan similarity: 0.5000, Random contrast: 0.5644
[Full Training] Normal loss: 0.1150, Plan similarity: 0.5000, Random contrast: 0.6044
[Full Training] Normal loss: 0.1481, Plan similarity: 0.5000, Random contrast: 0.6323
[Full Training] Normal loss: 0.1197, Plan similarity: 0.5000, Random contrast: 0.5755
[Full Training] Normal loss: 0.1103, Plan similarity: 0.5000, Random contrast: 0.6528
[Full Training] Normal loss: 0.1095, Plan similarity: 0.5000, Random contrast: 0.5653
[Full Training] Normal loss: 0.1514, Plan similarity: 0.5000, Random contrast: 0.6225
[Full Training] Normal loss: 0.1988, Plan similarity: 0.5000, Random contrast: 0.5821
[Full Training] Normal loss: 0.1674, Plan similarity: 0.5000, Random contrast: 0.6329
[Full Training] Normal loss: 0.1100, Plan similarity: 0.5000, Random contrast: 0.6121
[Full Training] Normal loss: 0.1873, Plan similarity: 0.5000, Random contrast: 0.6094
[Full Training] Normal loss: 0.1099, Plan similarity: 0.5000, Random contrast: 0.6495
[Full Training] Normal loss: 0.1040, Plan similarity: 0.5000, Random contrast: 0.5436
[Full Training] Normal loss: 0.1227, Plan similarity: 0.5000, Random contrast: 0.5944
[Full Training] Normal loss: 0.1322, Plan similarity: 0.5000, Random contrast: 0.5780
[Full Training] Normal loss: 0.1058, Plan similarity: 0.5000, Random contrast: 0.5746
[Full Training] Normal loss: 0.1271, Plan similarity: 0.5000, Random contrast: 0.5886
[Full Training] Normal loss: 0.1088, Plan similarity: 0.5000, Random contrast: 0.5719
[Full Training] Normal loss: 0.1340, Plan similarity: 0.5000, Random contrast: 0.6631
[Full Training] Normal loss: 0.1422, Plan similarity: 0.5000, Random contrast: 0.6327
[Full Training] Normal loss: 0.1380, Plan similarity: 0.5000, Random contrast: 0.6517
[Full Training] Normal loss: 0.1431, Plan similarity: 0.5000, Random contrast: 0.6316
[Full Training] Normal loss: 0.1762, Plan similarity: 0.5000, Random contrast: 0.6252
[Full Training] Normal loss: 0.1091, Plan similarity: 0.5000, Random contrast: 0.6526
[Full Training] Normal loss: 0.1379, Plan similarity: 0.5000, Random contrast: 0.5812
[Full Training] Normal loss: 0.0604, Plan similarity: 0.5000, Random contrast: 0.6284
[Full Training] Normal loss: 0.1743, Plan similarity: 0.5000, Random contrast: 0.6438
[Full Training] Normal loss: 0.2088, Plan similarity: 0.5000, Random contrast: 0.6215
[Full Training] Normal loss: 0.1677, Plan similarity: 0.5000, Random contrast: 0.6617
[Full Training] Normal loss: 0.1230, Plan similarity: 0.5000, Random contrast: 0.5800
[Full Training] Normal loss: 0.1059, Plan similarity: 0.5000, Random contrast: 0.6448
[Full Training] Normal loss: 0.1247, Plan similarity: 0.5000, Random contrast: 0.5341
[Full Training] Normal loss: 0.1408, Plan similarity: 0.5000, Random contrast: 0.5712
[Full Training] Normal loss: 0.1318, Plan similarity: 0.5000, Random contrast: 0.6363
[Full Training] Normal loss: 0.1783, Plan similarity: 0.5000, Random contrast: 0.6713
[Full Training] Normal loss: 0.1305, Plan similarity: 0.5000, Random contrast: 0.5669
[Full Training] Normal loss: 0.1148, Plan similarity: 0.5000, Random contrast: 0.5660
[Full Training] Normal loss: 0.1096, Plan similarity: 0.5000, Random contrast: 0.5833
[Full Training] Normal loss: 0.1016, Plan similarity: 0.5000, Random contrast: 0.5713
[Full Training] Normal loss: 0.1007, Plan similarity: 0.5000, Random contrast: 0.6020
[Full Training] Normal loss: 0.1432, Plan similarity: 0.5000, Random contrast: 0.6165
[Full Training] Normal loss: 0.1321, Plan similarity: 0.5000, Random contrast: 0.6290
[Full Training] Normal loss: 0.1310, Plan similarity: 0.5000, Random contrast: 0.5387
[Full Training] Normal loss: 0.1288, Plan similarity: 0.5000, Random contrast: 0.6018
[Full Training] Normal loss: 0.0885, Plan similarity: 0.5000, Random contrast: 0.5685
[Full Training] Normal loss: 0.1309, Plan similarity: 0.5000, Random contrast: 0.6498
[Full Training] Normal loss: 0.2142, Plan similarity: 0.5000, Random contrast: 0.6330
[Full Training] Normal loss: 0.1528, Plan similarity: 0.5000, Random contrast: 0.6159
[Full Training] Normal loss: 0.1591, Plan similarity: 0.5000, Random contrast: 0.5793
[Full Training] Normal loss: 0.1623, Plan similarity: 0.5000, Random contrast: 0.6003
[Full Training] Normal loss: 0.1274, Plan similarity: 0.5000, Random contrast: 0.5675
[Full Training] Normal loss: 0.1386, Plan similarity: 0.5000, Random contrast: 0.6169
[Full Training] Normal loss: 0.1542, Plan similarity: 0.5000, Random contrast: 0.5974
[Full Training] Normal loss: 0.1344, Plan similarity: 0.5000, Random contrast: 0.5459
[Full Training] Normal loss: 0.1063, Plan similarity: 0.5000, Random contrast: 0.5880
[Full Training] Normal loss: 0.1371, Plan similarity: 0.5000, Random contrast: 0.6080
[Full Training] Normal loss: 0.1239, Plan similarity: 0.5000, Random contrast: 0.5791
[Full Training] Normal loss: 0.0905, Plan similarity: 0.5000, Random contrast: 0.5990
[Full Training] Normal loss: 0.1730, Plan similarity: 0.5000, Random contrast: 0.6039
[Full Training] Normal loss: 0.1292, Plan similarity: 0.5000, Random contrast: 0.6291
[Full Training] Normal loss: 0.1598, Plan similarity: 0.5000, Random contrast: 0.6537
[Full Training] Normal loss: 0.1311, Plan similarity: 0.5000, Random contrast: 0.6533
[Full Training] Normal loss: 0.1138, Plan similarity: 0.5000, Random contrast: 0.6688
[Full Training] Normal loss: 0.1157, Plan similarity: 0.5000, Random contrast: 0.5770
[Full Training] Normal loss: 0.1119, Plan similarity: 0.5000, Random contrast: 0.6327
[Full Training] Normal loss: 0.1015, Plan similarity: 0.5000, Random contrast: 0.5975
[Full Training] Normal loss: 0.0976, Plan similarity: 0.5000, Random contrast: 0.5772
[Full Training] Normal loss: 0.0983, Plan similarity: 0.5000, Random contrast: 0.6001
[Full Training] Normal loss: 0.1525, Plan similarity: 0.5000, Random contrast: 0.6231
[Full Training] Normal loss: 0.1720, Plan similarity: 0.5000, Random contrast: 0.5885
[Full Training] Normal loss: 0.1671, Plan similarity: 0.5000, Random contrast: 0.6255
[Full Training] Normal loss: 0.1326, Plan similarity: 0.5000, Random contrast: 0.6564
[Full Training] Normal loss: 0.1725, Plan similarity: 0.5000, Random contrast: 0.6272
[Full Training] Normal loss: 0.1692, Plan similarity: 0.5000, Random contrast: 0.6401
[Full Training] Normal loss: 0.1255, Plan similarity: 0.5000, Random contrast: 0.5632
[Full Training] Normal loss: 0.1393, Plan similarity: 0.5000, Random contrast: 0.5442
[Full Training] Normal loss: 0.1357, Plan similarity: 0.5000, Random contrast: 0.5734
[Full Training] Normal loss: 0.0997, Plan similarity: 0.5000, Random contrast: 0.5574
[Full Training] Normal loss: 0.1195, Plan similarity: 0.5000, Random contrast: 0.5407
[Full Training] Normal loss: 0.1396, Plan similarity: 0.5000, Random contrast: 0.6532
[Full Training] Normal loss: 0.1525, Plan similarity: 0.5000, Random contrast: 0.5826
[Full Training] Normal loss: 0.1432, Plan similarity: 0.5000, Random contrast: 0.5984
[Full Training] Normal loss: 0.1512, Plan similarity: 0.5000, Random contrast: 0.5287
[Full Training] Normal loss: 0.1525, Plan similarity: 0.5000, Random contrast: 0.5510
[Full Training] Normal loss: 0.1928, Plan similarity: 0.5000, Random contrast: 0.6166
[Full Training] Normal loss: 0.1308, Plan similarity: 0.5000, Random contrast: 0.6374
[Full Training] Normal loss: 0.1457, Plan similarity: 0.5000, Random contrast: 0.6139
[Full Training] Normal loss: 0.1160, Plan similarity: 0.5000, Random contrast: 0.6214
[Full Training] Normal loss: 0.1319, Plan similarity: 0.5000, Random contrast: 0.5354
